18.146000	18.146000	B
18.163000	18.163000	B
18.163000	18.163000	B
18.268000	18.268000	B
18.322000	18.322000	B
18.394000	18.394000	B
18.412000	18.412000	B
18.412000	18.412000	B
18.461000	18.461000	B
18.520000	18.520000	B
18.524000	18.524000	B
18.524000	18.524000	B
18.535000	18.535000	B
18.535000	18.535000	B
18.586000	18.586000	B
18.640000	18.640000	B
18.659000	18.659000	B
18.659000	18.659000	B
18.710000	18.710000	B
18.769000	18.769000	B
18.771000	18.771000	B
18.771000	18.771000	B
18.786000	18.786000	B
18.786000	18.786000	B
18.895000	18.895000	B
18.896000	18.896000	B
18.896000	18.896000	B
18.947000	18.947000	B
19.016000	19.016000	B
19.019000	19.019000	B
19.019000	19.019000	B
19.137000	19.137000	B
19.145000	19.145000	B
19.145000	19.145000	B
19.164000	19.164000	B
19.272000	19.272000	B
19.276000	19.276000	B
19.276000	19.276000	B
19.288000	19.288000	B
19.288000	19.288000	B
19.323000	19.323000	B
19.323000	19.323000	B
19.393000	19.393000	B
19.397000	19.397000	B
19.397000	19.397000	B
19.409000	19.409000	B
19.409000	19.409000	B
19.459000	19.459000	B
19.770000	19.770000	B
19.775000	19.775000	B
19.775000	19.775000	B
19.789000	19.789000	B
19.789000	19.789000	B
19.802000	19.802000	B
19.802000	19.802000	B
19.822000	19.822000	B
19.822000	19.822000	B
19.894000	19.894000	B
19.913000	19.913000	B
19.913000	19.913000	B
19.947000	19.947000	B
19.947000	19.947000	B
19.960000	19.960000	B
19.960000	19.960000	B
20.271000	20.271000	B
20.275000	20.275000	B
20.275000	20.275000	B
20.287000	20.287000	B
20.287000	20.287000	B
20.323000	20.323000	B
20.323000	20.323000	B
20.337000	20.337000	B
20.337000	20.337000	B
20.772000	20.772000	B
20.775000	20.775000	B
20.775000	20.775000	B
20.788000	20.788000	B
20.788000	20.788000	B
20.823000	20.823000	B
20.823000	20.823000	B
20.836000	20.836000	B
20.836000	20.836000	B
20.896000	20.896000	B
20.902000	20.902000	B
20.902000	20.902000	B
20.915000	20.915000	B
20.915000	20.915000	B
20.948000	20.948000	B
20.948000	20.948000	B
21.273000	21.273000	B
21.277000	21.277000	B
21.277000	21.277000	B
21.288000	21.288000	B
21.288000	21.288000	B
21.770000	21.770000	B
21.790000	21.790000	B
21.790000	21.790000	B
21.836000	21.836000	B
21.836000	21.836000	B
21.836000	21.836000	B
22.271000	22.271000	B
22.272000	22.272000	B
22.272000	22.272000	B
22.291000	22.291000	B
22.338000	22.338000	B
22.603000	22.603000	B
22.603000	22.603000	B
22.603000	22.603000	B
22.774000	22.774000	B
22.792000	22.792000	B
22.792000	22.792000	B
22.823000	22.823000	B
22.823000	22.823000	B
22.838000	22.838000	B
22.838000	22.838000	B
22.897000	22.897000	B
22.899000	22.899000	B
22.899000	22.899000	B
22.963000	22.963000	B
23.145000	23.145000	B
23.145000	23.145000	B
23.145000	23.145000	B
23.161000	23.161000	B
23.161000	23.161000	B
23.178000	23.178000	B
23.178000	23.178000	B
23.195000	23.195000	B
23.195000	23.195000	B
23.279000	23.279000	B
23.298000	23.298000	B
23.298000	23.298000	B
23.330000	23.330000	B
23.330000	23.330000	B
23.343000	23.343000	B
23.343000	23.343000	B
23.776000	23.776000	B
23.779000	23.779000	B
23.779000	23.779000	B
23.829000	23.829000	B
23.829000	23.829000	B
23.841000	23.841000	B
23.841000	23.841000	B
23.899000	23.899000	B
23.918000	23.918000	B
23.918000	23.918000	B
23.963000	23.963000	B
23.965000	23.965000	B
23.965000	23.965000	B
24.275000	24.275000	B
24.278000	24.278000	B
24.278000	24.278000	B
24.294000	24.294000	B
24.294000	24.294000	B
24.307000	24.307000	B
24.307000	24.307000	B
24.340000	24.340000	B
24.340000	24.340000	B
24.400000	24.400000	B
24.419000	24.419000	B
24.419000	24.419000	B
24.452000	24.452000	B
24.452000	24.452000	B
24.464000	24.464000	B
24.464000	24.464000	B
24.776000	24.776000	B
24.791000	24.791000	B
24.791000	24.791000	B
24.826000	24.826000	B
24.826000	24.826000	B
24.840000	24.840000	B
24.840000	24.840000	B
25.278000	25.278000	B
25.296000	25.296000	B
25.296000	25.296000	B
25.331000	25.331000	B
25.331000	25.331000	B
25.343000	25.343000	B
25.343000	25.343000	B
25.778000	25.778000	B
25.793000	25.793000	B
25.797000	25.797000	B
25.797000	25.797000	B
25.804000	25.804000	B
25.804000	25.804000	B
25.841000	25.841000	B
25.842000	25.842000	B
25.842000	25.842000	B
25.891000	25.891000	B
25.891000	25.891000	B
25.893000	25.893000	B
25.916000	25.916000	B
25.962000	25.962000	B
25.962000	25.962000	B
26.277000	26.277000	B
26.279000	26.279000	B
26.279000	26.279000	B
26.296000	26.296000	B
26.341000	26.341000	B
26.779000	26.779000	B
26.796000	26.796000	B
26.796000	26.796000	B
26.830000	26.830000	B
26.830000	26.830000	B
26.842000	26.842000	B
26.842000	26.842000	B
27.289000	27.289000	B
27.305000	27.305000	B
27.305000	27.305000	B
27.338000	27.338000	B
27.338000	27.338000	B
27.808000	27.808000	B
27.823000	27.823000	B
27.823000	27.823000	B
27.936000	27.936000	B
27.981000	27.981000	B
28.312000	28.312000	B
28.359000	28.359000	B
28.434000	28.434000	B
29.310000	29.310000	B
29.809000	29.809000	B
29.921000	29.921000	B
29.932000	29.932000	B
29.936000	29.936000	B
29.936000	29.936000	B
30.294000	30.294000	B
30.307000	30.307000	B
30.307000	30.307000	B
30.797000	30.797000	B
30.813000	30.813000	B
30.813000	30.813000	B
30.858000	30.858000	B
30.860000	30.860000	B
30.860000	30.860000	B
31.299000	31.299000	B
31.316000	31.316000	B
31.316000	31.316000	B
31.332000	31.332000	B
31.365000	31.365000	B
31.939000	31.939000	B
32.316000	32.316000	B
32.816000	32.816000	B
33.236000	33.236000	B
33.297000	33.297000	B
33.314000	33.314000	B
33.314000	33.314000	B
33.359000	33.359000	B
33.359000	33.359000	B
34.299000	34.299000	B
34.310000	34.310000	B
34.310000	34.310000	B
34.317000	34.317000	B
34.798000	34.798000	B
34.813000	34.813000	B
34.813000	34.813000	B
34.828000	34.828000	B
34.828000	34.828000	B
34.848000	34.848000	B
34.848000	34.848000	B
34.860000	34.860000	B
34.860000	34.860000	B
35.299000	35.299000	B
35.318000	35.318000	B
35.318000	35.318000	B
35.364000	35.364000	B
35.364000	35.364000	B
